basis,accident_year,development_year,calendar_year,accident_year_centered,relative_log_inflation,structural_break_indicator,is_observed,incremental_paid,incremental_paid_scaled,predicted_incremental_paid_scaled,predicted_incremental_paid
ceded,2012,14,2025,2,0.03922071315328133,0,False,,,2.212576426011416,2212576.4260114157
ceded,2013,13,2025,3,0.03922071315328133,0,False,,,2.099910033511054,2099910.033511054
ceded,2013,14,2026,3,0.0784414263065627,0,False,,,2.2091739079820654,2209173.9079820653
ceded,2014,12,2025,4,0.03922071315328133,0,False,,,2.0474248716297354,2047424.8716297355
ceded,2014,13,2026,4,0.0784414263065627,0,False,,,2.0966807747767398,2096680.7747767398
ceded,2014,14,2027,4,0.11766213945984397,0,False,,,2.205776622372623,2205776.622372623
ceded,2015,11,2025,5,0.03922071315328133,0,False,,,2.0085455008005395,2008545.5008005395
ceded,2015,12,2026,5,0.0784414263065627,0,False,,,2.04427632500438,2044276.3250043797
ceded,2015,13,2027,5,0.11766213945984397,0,False,,,2.09345648202278,2093456.4820227802
ceded,2015,14,2028,5,0.15688285261312518,0,False,,,2.2023845611366313,2202384.5611366313
ceded,2016,10,2025,6,0.03922071315328133,0,False,,,2.1208494117494774,2120849.4117494775
ceded,2016,11,2026,6,0.0784414263065627,0,False,,,2.005456743187966,2005456.743187966
ceded,2016,12,2027,6,0.11766213945984397,0,False,,,2.0411326202396403,2041132.6202396404
ceded,2016,13,2028,6,0.15688285261312518,0,False,,,2.0902371476124504,2090237.1476124504
ceded,2016,14,2029,6,0.19610356576640658,0,False,,,2.1989977162400063,2198997.7162400065
ceded,2017,9,2025,7,0.03922071315328133,0,False,,,1.922229059450458,1922229.059450458
ceded,2017,10,2026,7,0.0784414263065627,0,False,,,2.1175879522689462,2117587.9522689465
ceded,2017,11,2027,7,0.11766213945984397,0,False,,,2.0023727354919783,2002372.7354919782
ceded,2017,12,2028,7,0.15688285261312518,0,False,,,2.037993749889665,2037993.7498896653
ceded,2017,13,2029,7,0.19610356576640658,0,False,,,2.0870227639207695,2087022.7639207696
ceded,2017,14,2030,7,0.2353242789196879,0,False,,,2.195616079661018,2195616.079661018
ceded,2018,8,2025,8,0.03922071315328133,0,False,,,1.8304983145194578,1830498.3145194578
ceded,2018,9,2026,8,0.0784414263065627,0,False,,,1.9192730399636595,1919273.0399636596
ceded,2018,10,2027,8,0.11766213945984397,0,False,,,2.1143315082873393,2114331.5082873395
ceded,2018,11,2028,8,0.15688285261312518,0,False,,,1.9992934704081171,1999293.4704081172
ceded,2018,12,2029,8,0.19610356576640658,0,False,,,2.0348597065200527,2034859.7065200526
ceded,2018,13,2030,8,0.2353242789196879,0,False,,,2.083813323334481,2083813.323334481
ceded,2018,14,2031,8,0.2745449920729693,0,False,,,2.192239643390274,2192239.643390274
ceded,2019,7,2025,9,0.03922071315328133,0,False,,,1.780644383866251,1780644.383866251
ceded,2019,8,2026,9,0.0784414263065627,0,False,,,1.8276833593185315,1827683.3593185316
ceded,2019,9,2027,9,0.11766213945984397,0,False,,,1.9163215662676774,1916321.5662676773
ceded,2019,10,2028,9,0.15688285261312518,0,False,,,2.1110800720917813,2111080.072091781
ceded,2019,11,2029,9,0.19610356576640658,0,False,,,1.996218940643155,1996218.940643155
ceded,2019,12,2030,9,0.2353242789196879,0,False,,,2.031730482707832,2031730.482707832
ceded,2019,13,2031,9,0.2745449920729693,0,False,,,2.080608818252039,2080608.818252039
ceded,2019,14,2032,9,0.3137657052262504,0,False,,,2.188868399430697,2188868.3994306973
ceded,2020,6,2025,10,0.03922071315328133,0,False,,,1.7307867783410524,1730786.7783410524
ceded,2020,7,2026,10,0.0784414263065627,0,False,,,1.7779060944454927,1777906.0944454928
ceded,2020,8,2027,10,0.11766213945984397,0,False,,,1.8248727329786154,1824872.7329786154
ceded,2020,9,2028,10,0.15688285261312518,0,False,,,1.9133746313719582,1913374.6313719582
ceded,2020,10,2029,10,0.19610356576640658,0,False,,,2.1078336359812586,2107833.6359812585
ceded,2020,11,2030,10,0.2353242789196879,0,False,,,1.9931491389150795,1993149.1389150794
ceded,2020,12,2031,10,0.2745449920729693,0,False,,,2.028606071041449,2028606.071041449
ceded,2020,13,2032,10,0.3137657052262504,0,False,,,2.077409241083583,2077409.241083583
ceded,2020,14,2033,10,0.3529864183795318,0,False,,,2.1855023397975106,2185502.3397975108
ceded,2021,5,2025,11,0.03922071315328133,0,False,,,1.6303733247290242,1630373.3247290242
ceded,2021,6,2026,11,0.0784414263065627,0,False,,,1.7281251603517107,1728125.1603517106
ceded,2021,7,2027,11,0.11766213945984397,0,False,,,1.7751720159884843,1775172.0159884843
ceded,2021,8,2028,11,0.15688285261312518,0,False,,,1.822066428842752,1822066.428842752
ceded,2021,9,2029,11,0.19610356576640658,0,False,,,1.910432228296698,1910432.2282966978
ceded,2021,10,2030,11,0.2353242789196879,0,False,,,2.1045921922665998,2104592.1922665997
ceded,2021,11,2031,11,0.2745449920729693,0,False,,,1.9900840579530774,1990084.0579530774
ceded,2021,12,2032,11,0.3137657052262504,0,False,,,2.025486464120746,2025486.4641207461
ceded,2021,13,2033,11,0.3529864183795318,0,False,,,2.0742145842509303,2074214.5842509302
ceded,2021,14,2034,11,0.3922071315328133,0,False,,,2.182141456518214,2182141.456518214
ceded,2022,4,2025,12,0.03922071315328133,0,False,,,1.4423007119066897,1442300.7119066897
ceded,2022,5,2026,12,0.0784414263065627,0,False,,,1.6278661233656064,1627866.1233656064
ceded,2022,6,2027,12,0.11766213945984397,0,False,,,1.725467635420167,1725467.6354201671
ceded,2022,7,2028,12,0.15688285261312518,0,False,,,1.772442142019571,1772442.142019571
ceded,2022,8,2029,12,0.19610356576640658,0,False,,,1.8192644402642209,1819264.4402642208
ceded,2022,9,2030,12,0.2353242789196879,0,False,,,1.9074943500728259,1907494.3500728258
ceded,2022,10,2031,12,0.2745449920729693,0,False,,,2.101355733270458,2101355.733270458
ceded,2022,11,2032,12,0.3137657052262504,0,False,,,1.9870236904975154,1987023.6904975153
ceded,2022,12,2033,12,0.3529864183795318,0,False,,,2.022371654556948,2022371.654556948
